listing_id,id,date,reviewer_id,reviewer_name,comments
5593888,51714065,2015-10-24,28639647,Emily,"Amazing! The hosts were super friendly and helpful, the room comfortable and tidy, and the area lovely and easy to walk or get public transport anywhere. Highly recommend!!"
5593888,53109091,2015-11-05,13833247,Raúl,"Drew and Cristina were very nice to us, we had clean towels, clean bedroom. The apartment is not so noisy as others said the street is noisy, it depends on how good are u with the sound we barely felt it. The bedroom was super clean and for us it was a key. Thanks guys for everything"
5593888,53503875,2015-11-09,10228668,Thomas,"Drew & Christina are wonderful hosts. They provided me with loads of tips where to go and what to see. Even the room is quite small and the road in front is noisy, I´d recommend to stay with them."
5593888,54185721,2015-11-16,35592424,Emiley,"It was great that Drew was able to greet us upon arrival and check out. While interaction was brief, it was very friendly and welcoming. Drew also provided great recommendations on food and how to get around the city, and we were smart to listen to his suggestions! The room itself is comfy and clean, and overall perfect for a short stay in Boston. Unlike some others, we did not even notice the busy street at night time."
5593888,59120933,2016-01-07,22517371,Samantha,"Drew and Christina were great hosts, warm, welcoming, and laid back while respecting our privacy and ensuring we had everything we need. The apartment is in a wonderful location, easy to travel within and outside Boston from. It was a pleasure staying with them, thanks guys for having us! (:"
5593888,62568817,2016-02-15,35150406,Alia,"Drew and Christina were so friendly and accommodating during our stay. The room was clean and comfortable, with thoughtful little touches included such as soap, toothbrushes, maps to the city, a welcome note, and even a little barbecue seasoning souvenir! Even though the common area was shared, neither was around very often which made the space feel more private. When they were around, they hung out and chatted with us and were very warm. The location was great too, easy to get around from and identifiable to cab drivers. Overall, a very fun and pleasant stay!"
5593888,63818327,2016-02-27,56060789,Mary,"Great location, with easy access to public transportation. The bed was also very comfortable."
5593888,65040252,2016-03-10,35727978,Agnès,Drew and Christina appartement is really nice.
The description of the place is correct and the bed is really confortable.,,,,,
The neighborhood is nice,with a few restaurants. In 10 min you are in the orange line of the subway (the T).,,,,
Drew and Christina are welcoming and kind.,,,,,
"\"",,,,,
5593888,65612520,2016-03-15,59723533,Danny,"\"Drew and Christina were both very welcoming - they greeted me at the door and made sure that I was all set for my stay (e.g., giving me my key, orienting me to the house).  Drew and Christina made my friend and I feel as though we had known them for quite some time - I found myself watching \"\"Top Chef\"\" with Drew and joking around with Christina"
5593888,66724639,2016-03-24,59114382,Fung Ying,"Drew and Christina were both really nice and very friendly. We felt very welcomed in this foreign environment. Also, they both worked at a nearby restaurant that serves very delicious food, so do ask them for recommendations if you're seeking some great noms!"
BUT,we were disappointed with several things during our stay. Firstly,the room is very small,albeit the pictures are accurate,we were not expecting such a tiny space. But,all good
So really,it was quite a lovely place to stay in an excellent location. But it depends on what your standards are. The AirBnBs we have both stayed in before were all very amazingly clean,etc. So it may have raised our standards a ton and caused us to expect more than we were given. It wasn't a bad place to stay at all,just disappointing. That said,"we absolutely loved Drew and Christina as people... Just not their cleaning habits.\"",
5593888,68463494,2016-04-05,14742473,Tracy,"Drew and Christina were lovely. Christina was there to greet us and gave us lots of helpful recommendations for places to eat - definitely check out Flour bakery! The apartment was nice and cozy, with towels (and toothbrush and earplugs) all provided! The bedroom does face the main road but that wasn't an issue for us. The location was also great - I  just hopped onto the silver line down the road and can get into town."
5593888,69293209,2016-04-10,3085752,Sheila,"Drew was very nice, responsive, and easy to talk to. Our room had a print out of the general rules of our stay, and he also printed out instructions and directions to get to some parts of the city. South End was an awesome neighborhood to go home to every day. It's very close to Flour Bakery, which I highly recommend! The mattress was also super comfortable for us, and although there was some noise outside the window, it didn't bother us at all, since we're used to it in New York. Overall, great stay, and I would definitely recommend it if you want a place that is simple, inexpensive, and easy to get to different areas around Boston."
5593888,70645883,2016-04-19,52233355,Matthew,Drew & Christina were incredibly accommodating hosts who exceeded both me and my girlfriend's expectations during Marathon weekend.  Christina was readily available the day we checked-in and both made us feel right at home the three days we spent there.  Drew even allowed us to hold our bags a couple hours past our check out time so my girlfriend and I could check out some museums with our flight being later in the evening.
Their apartment location is a couple minutes walk from public transit and any services you might need,and the neighborhood was alive and buzzing throughout our entire stay.  Great hosts,"great location and great people!\"",,,
5593888,71344882,2016-04-24,15741464,Timothy,"I had a perfectly enjoyable stay here. The hosts were friendly and welcoming, and provided everything listed. A great choice for those looking for an easy no-hassle place to stay."
5593888,72013721,2016-04-30,535680,Sofia,"Drew is a wonderful host!! The guy is trully a smiling machine full with good vibes and great tips for those who are looking to get around the city. My boyfriend and I stayed there and Drew has two separate key sets for us, a brief guide about what is around the area and how to get around. He even lend us his own baseball caps to use at the Yankee vs. Red Sox game!"
The apartment is not luxurious,but has everything you need  including a very comfy bed and fresh towels! The bathroom might not be ideal from the looks (bathtub is stained,paint job was half-done,and floors are broken - but Drew is fixing!). However,it is CLEAN. That is a big deal for me. I did not get to use his kitchen or living space,but it looked nice and tidy.
Please contact Drew if you have questions. He is truly sweet and his girlfriend was also very personable when we met!,,,,,
"\"",,,,,
5593888,73092034,2016-05-06,56942512,Christopher,"We came from Australia to visit Boston and Drew & Christina were very kind and inviting right from the beginning. They were extremely knowledgeable about local area and great places to eat, visit, etc. The apartment itself was just what we needed. Simple with access to wifi, TV, etc and great location. We loved Boston and would definitely recommend staying here. Thanks again guys!"
5593888,74036947,2016-05-12,1131738,Patrick,"Drew and Christina were *wonderful* hosts, checking in and out went smoothly, and the neighborhood was perfect for walking around and finding interesting restaurants/bars/shops."
Otherwise the front door lock was difficult to access,the street noise was always apparent,and the room itself was cramped and got rather swampy in the middle of the night. All in all I wouldn't seek out this spot when back in Boston,"but it was certainly fine for one night and we were happy to have met Drew and Christina!\"",,
5593888,74182319,2016-05-13,4474191,Sarah,"Christina and Drew were very nice hosts, giving us tips about the neighborhood and what to see in Boston. They made sure we had everything we needed."
5593888,74810421,2016-05-16,12643821,Thomas,"I had a very good experience.  Drew was great, he contacted me in advance to coordinate my check-in, which worked out as planned.  He made me very comfortable about using the kitchen and living area.  There were many small touches that I really appreciated like having Keurig K-cups so I could have coffee each morning (I was there 3 nights), towels, bath wash, even moisturizer, and pamphlets about things to do in Boston.  Since no one was checking in the day I was checking out, he said I could checkout as late as I wanted."
I met Christina later and she was equally friendly.  Neither of them was around very much (of course neither was I),but when I was around I felt like I had the place to myself.  They offered good recommendations for local places - Washington St was best.,,,,
"I was very pleased with the access to public transportation.  Buses are right there at Mass Ave and Washington St. going everywhere.  The T is \"\"only\"\" 3 blocks but note that it is 3 city blocks so more than a 5 minute walk",which was fine by me.  I walked all the way to the theater district and lots of shopping in about 30 minutes or so.,,,,
I would note that similar to many real estate photos,the pictures make the place look a lot newer than it actually is.  Typical of a large east cost city,the building is pretty old,but their apartment was clean.,,
The only other thing I would mention as some other reviews say is that the room is on the street side and Mass Ave is a busy street late into the night and early in the morning.  But they had ear plugs for us too!,,,,,
For the price,convenient location,and excellent hosts,"I recommend it.  \"",,
5593888,75666169,2016-05-22,40138894,Jacqueline,Very cool neighborhood. Definitely use the ear plugs Drew and Christina provide - lifesavers!
5593888,76918070,2016-05-29,28027872,Tera,Drew and Christina were fantastic hosts for our visit to Boston! Mass Ave. is a little loud but they provide earplugs and do a great job of making your visit comfortable and they provide excellent recommendations for places in the city!
The location in the South End is perfect,they're just a block down from the S4 stop which is super easy to connect to from the free airport shuttle. Easy to get to other lines and really walkable.,,,,
"Definitely recommend if you'll be visiting Boston!\"",,,,,
5593888,78423748,2016-06-06,26398180,Matteo,"Christina and Drew are very nice and welcoming people. The house is a nice neighborhood very close to different transport options. The house is very nice and quite clean but very very old and the room very small as you can see from the pictures. Therefore not very comfortable. Overall is a good solution for a weekend in Boston, probably not for longer times."
5593888,78583941,2016-06-07,27643937,Charlotte,We loved Boston and had a lovely stay here! Thanks for being such great hosts!
5593888,79385170,2016-06-12,1097320,Steven,"We had a great stay with Drew & Christina.  They are very nice and we got along great.  Christina made arrangements to greet us on arrival and gave us a bunch of quality restaurant and bar recommendations in the area.  The neighborhood is nice, convenient to transportation and within walking distance of some great entertainment.  Comfortable bed as well."
5593888,79623162,2016-06-13,8244615,Katherine,Drew and Christina were so helpful and kind throughout the booking process and our brief stay. Their apartment is lovely and we really enjoyed our stay!
5593888,80014956,2016-06-15,24442293,Rachel,"Drew and Christina are awesome hosts! They're friendly, helpful and accessible. The house is quirky, just the way it looks in the photos. Location is perfect for walking to the best of the south end."
5593888,80664030,2016-06-19,70345297,Derek,It was a great location. Easy to take the bus or subway to different parts of Boston. Very nice hosts and everything was clean. Drew was nice enough to accommodate our late night arrival and gave us tips on places to try. The street noise is loud but luckily the hum of the AC unit drowned most of it out.
5593888,82067958,2016-06-26,75931707,Jessica,"This was our first time using Airbnb and we were pleasantly surprised. Drew and Christina contacted us as we made our travels to Boston, checking in, and letting us know that they would be there to greet us. Indeed they were, Drew even met us outside to help us more easily locate his building. The place was just as they desribed. We were given keys to the outdoor entry way, to the apartment, and even keys to our private room (but being Texas girls, we just left our room unlocked and felt very comfortable doing so). Ontop of providing bedding and toiletries, something we really appreciated, was a fact/ fun sheet that they provided info about things to do and places to eat nearby, even coupon codes for uber and Lyft which was really helpful. That being said, we didn't use uber or Lyft much because the location was phenomenal and was in walking distance of virtually everything we needed. The neighborhood was great. We felt very safe walking around, even past midnight. We really enjoyed staying with Drew and Christina. We would definitely stay there again."
5593888,83301450,2016-07-02,16639359,Saarika,Drew and Christina were very accommodating of our travel times and needs. Directions for check-in were very smooth. The apartment and room were ideal for staying overnight and exploring all day in Boston. Drew was around the apartment in the morning and was helpful in giving recommendations around the area.
5593888,84060972,2016-07-05,37733218,Bridget,"Drew was a great host and the cozy little room we stayed in was perfect for what we needed. The A/C worked well and the bed was  very comfortable! The apartment itself had a lot of character and quirks and although it isn't super close to transportation, we enjoyed walking around the cute, clean neighborhood. We were only a 10 minute drive from anywhere we wanted to go!"
5593888,84898886,2016-07-09,57943214,Zeeshan,"Drew and Christina are a beautiful family and host. They were very flexible about my odd check-in timings and would respond to my texts promptly, giving me subway directions and telling me how to get to their place from the Airport. I had a conference to attend at Copley Marriott and the location for this place was excellent. The apartment is beautiful and has a vintage feel to it. The bed and AC were perfect and  the host had prepared everything from fresh towels to toothbrushes. Besides these, Drew and Christina were very nice to talk to and have a conversation with. I wish my schedule had allowed more time to get to know them better. I would highly recommend their place if you are in Boston."
5593888,86207092,2016-07-15,16578778,Celeste,"The hosts were easy to communicate with, and I had a smooth check in process. The neighborhood is walking distance to many restaurants, parks and shops."
5593888,87341599,2016-07-19,38300694,Lea,Drew and Christina were very welcoming and helpful in suggesting amazing places to eat and things to do. The place was as described. We had a great time- thanks Drew and Christina!
5593888,90835646,2016-08-02,54237691,Claire,"Drew is very friendly and gives a lot of Tips how to get around or where to eat. Every time we went trough the Building door it smelled like weed. But we have been warned, and we were ok with it. The appartment did not smell like weed. The room is very small and jet smaller if your are travelling with 3 suitcases. On the corner they had a lot of Flyers with Infos and welcome candies. The Bed was comfortable but the street noise is very loud. We had to choose between the street noise or the AC noise, both pretty loud but otherwise the room would have been too hot. For the noise they had left Earplugs in the room.  The location was good, we had a lots of near places to eat, we had a 7/11 across the street, there is a bus Station one Block away and a train Station 3 blocks away."
5593888,91778342,2016-08-06,57288744,Sake Jan,Prima plek om twee nachten te vertoeven. Het is er wel wat lawaaierig omdat het vlakbij een doorgaande verkeersader ligt en ook het ziekenhuis vlak in de buurt is. Er zijn oordoppen aanwezig die ik pas de tweede dag had ontdekt. Het is niet duur en je zit qua openbaar vervoer prima.
Het bed is prima en de airco zorgt voor een goede temperatuur,"ook bij 30 graden buiten. \"",,,,
5593888,93115384,2016-08-11,69886578,Larysa,Drew and Christina where both very nice and friendly. The room is small but clean and comfortable. Their parking recommendations helped us find a spot relatively close by.
5593888,96192152,2016-08-22,43872078,Michael,Great experience. Place was clean and inviting. They were very nice and really helpful in making us more comfortable in a new city.
9824,320477,2011-06-18,523286,Sunny,"The location for the Back Bay Studio (on Hereford) was excellent.  Very close to restaurants and the Prudential Center.  I stayed in Studio #1 as labelled in the pictures. Great furnishings and amenities, and wifi worked great."
Only downside was the steep,narrow stairs to get up to the 3rd floor.,,,,
"The mattress was hard but acceptable. I would definitely rent this place again.\"",,,,,
9824,645459,2011-10-19,801911,Rafael,"The apartment was small, but very cozy and very well located with just a few blocks from Prudential Center and T-subway. Apartment very clean and everything works fine. Do not recommend big luggage once there are 03 levels of stairs. Very close to several good restaurantes and bakeries."
9824,825193,2012-01-02,249121,Sara & Marc,"Great, safe location a block from Newbury Street. The studio was clean and had everything we needed -- more so, in fact, because though we didn't get around to eating in, the kitchen had a nice, new gas stove, dishwasher, and fridge. Only drawbacks were the noise from the street at night and the noise from the very creaky bed. Otherwise, good spot!"
9824,937853,2012-02-21,543631,Tora,"Our stay in Boston was lovely, thanks to Seamless Transition's super easy check-in system! The units are beautifully renovated and furnished, and it really was seamless to get into our place. The location was absolutely amazing - we were in the center of everything we visited in Boston. This is definitely the place to stay if you like to make yourself at home for a few days. The unit was also spotlessly clean. The only downsides were that it was short on the extra touch amenities that really make a place stand out - it was missing things like salt + pepper in the kitchen, shampoo in the bathroom, and kitchen towels. The main office staff was super helpful on our check out day and let us leave our bags for a number of hours. I imagine that you could request amenities if you needed them. Overall this was a great stay!"
9824,972539,2012-03-05,1762120,Ben,"Fantastic location, right on Newbury St. Clean, convenient. Pretty small, but that's no surprise when it's advertised as a 500 sq. ft. studio."
"\"",,,,,
9824,1042755,2012-03-26,1620134,Imke,Great Location!  Small but clean!  Coffee brewer but no complimentary coffee to brew!  Quiet place to sleep in a loud city.  :)
9824,1103010,2012-04-09,499891,Kate,"Excellent accommodation, efficiently hosted: I thoroughly enjoyed staying in this comfortable, attractive and well-located studio apartment while attending a conference a few blocks away, and I'd wholeheartedly recommend it to others.  Very glad that the conference hotel was full!"
9824,1146458,2012-04-17,2127265,Huntly,"Excellent location, the apartment is right on Newbury street, which is the center of town in terms of nice stores and restaurants. Its also close to public transportation, so easy to get to other areas in the city. The apartment is a 3rd floor (or higher) walkup, but wasn't a problem for me as a fit younger person. My girlfriend, however, faced some difficulties with the climb."
The space is not big,but at the discounted price its a good value. One drawback was the matress,it was firm bordering on too hard. Still fine though.,,,
"Overall I would recommend.\"",,,,,
9824,1443920,2012-06-09,2384772,Pradeep,Great location. Facility was very clean and had all the amenities needed for a short stay. My only issues were that the room and bathroom were smaller than I expected and the heat tended to make some noise.
9824,4140435,2013-04-13,4137244,Gerald,the location is super and the appartment is really comfortable.
9824,5381305,2013-06-27,6402314,Janice,"Amazing location! Clean, secure and great to have a kitchen . The only issue was the noisy air conditioning at night. Seamless was very prompt in correspondence to make sure my first Air BnB experience was positive."
9824,5854358,2013-07-19,1132053,Reiko,"This was a wonderful accommodation for much less than what a hotel in the neighborhood would cost. It is perfectly located, on a quiet side street but near all the amenities of Newberry and Boylston. The place was immaculate and well-equipped. The key-code system eliminated any logistical challenges re: getting a physical key. The only bump was that it was confusing to get the TV on and working."
9824,7319704,2013-09-15,8751492,Alison,"The studio apartment we rented was PERFECT! A very cute and clean space with a small kitchen, it was all we needed. The location was ideal right off Newbury street shops, restaurants, and walking distance to Fenway Park. The T station is just a couple blocks away which is how we chose to explore the rest of Boston. I have already recommended it to anyone I come across that has plans to visit Boston in the future. We hope to make a trip back soon and would definitely rent this spot again!"
9824,7491957,2013-09-22,8629474,Nancy,This was our first airbnb experience and it was very good.  Seemless was quick to respond to all our questions.  The room was small but that was clear in the listing.  The location could not have been better.  There were lots of towels. The lock system worked flawlessly so we didn't have to meet up with anyone for keys.  I will definitely look for Seemless in the other cities they work in.  Thanks for a great vacation.
9824,8314356,2013-10-25,7561022,Marianne,"Fantastic location, great communication, all you could need/want for your stay in Boston. Parking on Newbury St is very handy, fabulous shops and restaurants nearby. Small studio space but it's all you need for a city stay. Would definitely return."
9824,15932086,2014-07-18,9078182,Daniel,Good place in the Back Bay.  Fine system of check-in and easy communication. Thanks.
9824,16116777,2014-07-22,7963669,Madeline,Host was great communicating the info for check in quickly and clearly. Great spot for spending time in Back Bay! Just we needed in a cool neighborhood for way less than a hotel. Definitely recommend!
9824,18911397,2014-09-02,8205684,Adrienne,"My husband and I were very disappointed with our stay. The photos aren't the same photos as the room itself. These photos show a bay window and a much larger kitchen, and our room had a (non-bay) window that was covered with fire escapes and overlooked another brick building and the kitchen was significantly smaller. On top of that, a lamp didn't work, the water in the tub wouldn't drain, and it was overall in very shabby condition. We were shocked at the price we paid for a motel quality room. Needless to say, we won't be staying here again. At the price they're charging, you're better off at a hotel."
"The one good thing I will say is that the location is excellent.\"",,,,,
9824,36564591,2015-06-29,34655247,Christina,"We were able to check into our room early, which was very accomodating. The studio appartment was pretty much identical to the posting, the only exception being the amount of dust on light fixtures and appliances. The location was absolutely perfect. All parts of Boston-the Back Bay, the North End, the South End were all within walking distance. Overall, we were pleased with our stay."
9824,40261661,2015-07-29,38097403,Luke,"The apartment was nice, clean and cool! Everything I needed while staying in town for business. They also have a great system to let guests in and out of their rooms and the building, you don't have to meet up with anyone!"
9824,55355939,2015-12-01,4685641,Sophie,"This apartment is in the perfect location and is well set up. Great kitchen, bathroom and bed. Check in was easy with door codes. We were able to check in early too which was fantastic. The only criticism would be that the room is quite light due to the bay windows and shutters so we woke early every morning. It is worth it for the lovely bay window. Highly recommended."
9824,80421044,2016-06-18,52594812,Ben,"Room left a bit to be desired for the price. Small bedroom and kitchen, bathroom a bit dated. Bed not very comfortable, AC unit was a bit finicky. That said, location was tough to beat and communication / entry were seamless. Other AirBnB's in neighborhood are better- I would stay again though only as a last resort."
1868513,13022583,2014-05-17,12152966,Cathy,"I work in Boston and wanted to stay in the city to eliminate a commute during a week-long conference in the middle of commencement season, when hotel rooms are tight and rates are doubled. Having enjoyed my stay in this apartment, I look forward to future occasions to use it."
I submitted my request to Heskel late,on Saturday night,seeking a Mon-Fri booking,so I was pleasantly surprised when I heard from him late Sunday night,just after I'd booked a hotel room instead.  He was professional and flexible,arranging for me to stay from Tuesday - Friday.
The location is perfect: easy walk to the Pru and the Southwest Corridor park. The pictures are accurate. This first floor unit is opposite the door to the garage and mailboxes,an active area before and after work,"but it quieted down after dinnertime. The bedroom is quiet and the bed comfortable.  I would stay here again. \"",,,
1868513,19371390,2014-09-11,14740639,Marie,A very good location and very well maintained apartment that delivered on all what it had promised. A charming garden space complimented the well suited apartment coupled with very friendly neighbors and concierge services. A highly recommended place for a perfect short or even long stay. We will definitely stay there when we go back to Boston. Thanks Heskel.
1868513,20052061,2014-09-22,20978498,Ruth,"The apartment was dated but clean. Location is good. Still considered back bay but closer to the south end. Check in and check out was pretty easy, but I tried to call the after hours number (5:30pm) which was unsuccessful. No one picked up and the automated system just hung up on me. I figured it out so it wasn't a big deal. Parking is available but expensive.   I would recommend staying here."
1868513,20425722,2014-09-29,19928219,Jeff,"The neighborhood was nice and the location was great, very close to a T-stop.  The staff at the apartment complex were very nice."
1868513,22333867,2014-11-03,22409046,Clifford,"The apartment was perfectly kept, extremely conveniently located and  easy to gain access to. Communication with the owners was clear and responsive. I would totally recommend staying here. No problem with two people, with one on the couch sofa bed."
1868513,25105257,2015-01-06,24941967,Drew,"Very simple and easy experience. Apartment was fully equipped with all the necessary amenities. Churchill Suites was very professional, responsive, and accommodating. Definitely recommend for families or those on short business trips to the back bay area."
10050351,63380049,2016-02-22,45754356,Herb,"The apartment was very clean, efficient and secure.  The location is great for Seaport area activities. Kara communications were complete and professional from reservation through the end of my stay.  I plan to stay there again when visiting Boston"
"\"",,,,,
10050351,87694777,2016-07-21,80696947,Esha,The concierge service was incredible. They brought me extra towels and gave me a card with their number on it to call if I needed anything.
8846849,51851550,2015-10-24,46922530,Sai,Pros :
*Very close to the airport,,,,,
*Fast responding host.,,,,,
*Easy access and recommend for short business trips.,,,,,
Cons:,,,,,
* No heating vent in this room,might get a little chilly.,,,,
* Host tried his best to get an iron,but if you are planning for a business trip lack of iron might be a lacuna.,,,,
Conclusion :,,,,,
* Will definitely recommend staying here and look forward to stay here again.,,,,,
"\"",,,,,
8846849,52154694,2015-10-26,46586318,Maxwell,"Jordan was responsive and accommodating. The whole apartment was very clean, though very bare (lacking decorations). Super convenient location near the T and airport. The bed was a nice air mattress, but the room lacked blinds."
8846849,52470848,2015-10-29,21460241,Boris,"Like the location near the airport.  Perfect overnight spot.  Not sure with relation to rest of city, but for my purposes was great."
8846849,77775722,2016-06-03,27042428,Alex,"Jordan was a great host and gave us a flexible check in time, detailed instructions on how to get to his place and some great recommendations of where to eat around the area. The location is perfect for anyone coming out of the airport, about a 10 minute walk away."
5384923,27184237,2015-02-27,6126204,Ty,"This beautifully appointed, spacious one-bedroom unit is very centrally located.  The apartment is fully furnished down to the last spoon and fork, just bring your personal items.  South Boston restaurants and retail shops start just a few feet away, and it's only a short walk to the burgeoning Seaport area and the Boston Convention Center.  Convenient bus service is at the corner, connecting to the subways only a few blocks away.  Best of all: the gracious, accommodating hosts (Jinny and Cody) are right upstairs to take care of any little thing you might need."
5384923,50184860,2015-10-10,24466677,Evgeny,"We had absolutely 2 wonderful weeks in this apartment. Location is great to explore Boston withour car. Easy access to Broadway station and 9 Bus right at the corner that can take to very central part of Boston. Apartment is in perfect condition and fully equipped. All photos are real. The last, but not the least, hosts are very helpful and leave a floor above you and can be easily accessed. They made our stay really comfortable (from welcome pack to umbrellas and toys for our kid)."
I wish all airbnb hosts will be like Jinny,,,,,
"\"",,,,,
5384923,51538951,2015-10-21,42991108,Jong-Woo,Dear Jinny  . I am JW Choi. We came back to Seoul yesterday via New York . You were so kind that we could enjoy the stay in your house ver well. Your house and family were perfect for us. I sincerely appreciate a lot.
My first experience of airbnb was great because of you.,,,,,
If my family visit Boston again,I would like to stay in your house again.,,,,
Take care. ^^,,,,,
"J.W.Choi.\"",,,,,
5384923,52484733,2015-10-30,22533837,Alex,"Awesome place. My best airb&b experience.  Very clean, comfortable and location is perfect. Jinny was very accommodating and helpful. Will recommend without reservation."
5384923,53214434,2015-11-06,47649170,Daniel,This was a wonderful stay. The location and accommodations were perfect. Next time I need a spot and this location is open I will be back again!
5384923,55195791,2015-11-29,7450365,Nancy,"My husband and I stayed in Jinny's apartment over the Thanksgiving Holiday. Jinny communicated in a timely manner and welcomed us upon our arrival. The apartment was nicely furnished and decorated. The kitchen was very pleasant and well equipped. And we found the bed to be quite comfortable.The South Boston location was great, particularly because we were visiting family in that area."
5384923,66075403,2016-03-19,20165191,Katie,We were so impressed with Jinny and her graciousness! The location of the apartment was perfect! And it had everything you would need to feel right at home! We will definitely be referring anyone to this place if they are visiting Boston! Best Airbnb experience we've ever had! Thank you Jinny!
5384923,68333944,2016-04-04,11225444,Ekaterina,"My friend and I stayed in Jinny's beautiful apartment at the beginning of April 2016. I wouldn't lie, if I say, that we felt as it was our own home. The apartment is very cozy, full of light and very well equipped. More over, Jinny made us feel very special: she got us a list of bars, restaurants, places to see and etc. She was always eager to give a hand. I would definitely recommend Jinny's apartment to anyone, who is willing to visit Boston."
5384923,70746594,2016-04-20,53097303,Susan,"We really enjoyed our stay in South Boston.  Jinny and Cody are great hosts, super friendly,  nice and helpful.   The accomodations are very clean, and very, very comfortable.   The kitchen was well stocked, actually the whole place had attention to detail.  Extra blankets, sheets, towels, alarm clock, shampoo, soap....  I was very pleased with my stay and would not hesitate to book there again."
"\"",,,,,
5384923,71571171,2016-04-26,39788112,Pauline,"My husband and his 2 other colleagues stayed in Jinny's place for a game exhibition in Boston for 7 nights. Jinny was very easy to communicate and contact. 3 days before we arrived, she sent us directions to her place and also all the information we need to check in. She made sure we got everything we need include little things like toiletries etc."
The apartment itself was very neat,clean and homey,perfect for 3 people to stay. It was also very quiet so we never have trouble sleeping. It's also surrounded by lots of food options nearby,we tried some and it was quiet good. The area is also safe and only 10-12mins walk to Boston Exhibition Center.,,
Overall,it was a great experience and we highly recommend Jinny's place.,,,,
"Thanks Jinny!\"",,,,,
5384923,72752901,2016-05-04,38357719,Grant,Jinny and Cody are very hospitable host and very quick to respond with communications. The place felt like home with all the modern conveniences that you would want. The location is perfect for getting around Boston or if you just want to walk there are a number of good restaurants and amenities just a block away. What a wonderful Airbnb!
5384923,73190660,2016-05-07,1609433,Joshua,Jinny is an excellent host and her home has all essential amenities for a great stay! It's spacious and well decorated and the location is very peaceful.
5384923,74726750,2016-05-16,3351259,David,"Our stay at Jinny's apartment was great! Starting with inquiring about the availability to completing the booking it was easy and problem free. Anytime I sent a messaged to Jinny with a question she responded very quickly. She made sure we had the directions to the place, parking options, and all of the necessary details for our stay before our arrival. We had an early flight into Boston hours before the afternoon check in time. Jinny offered to meet us that morning to let us store our luggage until the place was ready for our stay. Later that afternoon we meet with Jinny she went over the amenities, the local attractions, traveling on the T (public transit) and other helpful information. The apartment it was much bigger then I expected just a real nice place higher end amenities very clean and well maintained. The neighborhood has nice, good restaurants, groceries stores, and little shops. I went for a walk in the neighborhood and checked out the Dorchester heights monument. I had a real good time meet some friendly local people. Jinny went above and beyond to make our stay a great she's a real nice person and really made us feel welcomed I will definitely stay again."
