listing_id,id,date,reviewer_id,reviewer_name,comments
"\"",,,,,
1178162,12168229,2014-04-24,14421460,Ron,"\"Izzy was quick to reply to our request, and provided thorough instructions related to finding and entering the home. We loved the convenience of the location near the airport, as we weren't familiar with Boston, and landed late at night, so we didn't want to have to travel far or follow complicated directions to find the place. Although we never had any face-to-face contact with Izzy or anyone else in the home during our brief overnight stay, we felt comfortable there. Although we were assured that the neighborhood was safe, we were still feeling a bit on edge walking late at night from the Airport \"\"T\"\" station. Nonetheless"
1178162,12243132,2014-04-27,10018866,Crystal,Everything is exactly as posted! super convenient + easy to find.
1178162,12753057,2014-05-10,14113353,Chris,We didn´t meet Izzy at all!!!! After we arrived nobody was there except some spanish speaking people.
Our room was disgusting!!! It smelted like mold and was very dirty!!!!,,,,,
The Bathroom wasn´t cleaned either and my friend and i wanted to leave right after we came…,,,,,
The Dryer or washer was not usable because the assistant from Izzy washed all the time.,,,,,
The Neighborhood is not safe at all and every other morning u could hear people fight.,,,,,
Don´t stay there!!!!!! It´s nothing like u would expect it!,,,,,
"And it´s defenetly to expensive for this nasty place!!!! \"",,,,,
1178162,13186169,2014-05-21,14192408,Alex,I didn't get a chance to meet Izzy but I thought the system that was set up was really well done. Things went quite smoothly upon arrival as per the detailed instructions that were left.
We managed to get the key from the lock box easily which was nice because it provided flexibility for whatever time we arrived. This place is extremely close to the airport. I've never stayed next door to the airport before. Less than a 5 min ride to Airport Station which was then a 5 min walk.,,,,,
Place had everything. Felt very homely like staying at a friends. Location was amazing!! East Boston has some hidden gem restaurants and proximity to Airport subway station was key. No complaints about the room or bathroom.,,,,,
"Great setup Izzy!\"",,,,,
1178162,13514415,2014-05-29,14007556,Ósk,"Izzy's assistant was a nice and helpful person. We stayed 7 days, kitchen had everything one needs to make good food even a mixer! Our room was in the cellar and therefore very private. One fight next door where we heard screaming and shouting but overall a very calm neighbourhood and friendly people."
1178162,13586652,2014-05-31,419353,Phillip,"Host wasn't there, but instructions were clear to find and get in the place. Convenient location and a decent neighborhood (safe but a bit run-down and not much around). The room was basic but had everything I needed."
1178162,13801287,2014-06-04,1636024,Fukuko,Izzy's place was very convenient for getting to the airport. The room was cosy and clean. I was impressed with the tea selections. Izzy's friend was helpful and friendly. Definitely will come back when we have to fly out from Boston again!
1178162,14000401,2014-06-09,16307906,Amber,"Well we were kind of annoyed to be honest. We chose the most expensive room in the house because we were meant to be the only ones on the bottom floor, and we were told we would get a computer..."
Well we had his assistant sleep right outside our door and we did not have a computer.,,,,,
On top of that,every room had a TV but ours,and the tv in the living room did not get basic channels which frustrated us.,,,
The house was a mess up until the day we left,because izzy was apparently coming home that day,so his assistant decided to clean up. It was a totally different house upon checkout.,,,
His assistant was lovely,just not much help...,,,,
As far as The location goes,it is convenient to downtown and the airport,and has local shops and restaurants close by.,,,
"We did enjoy our stay overall there was just more than enough frustrating elements..\"",,,,,
1178162,14849457,2014-06-27,17001205,Sarah,"We never met our host, but they were willing to book the room with little notice.  The room was clean."
There's a little cafe a few blocks up the street that made for a perfect breakfast.,,,,,
We didn't realize that other people would be staying too,"so when they came it was a little spooky until we met them.\"",,,,
1178162,14934841,2014-06-29,16598717,New,"It was a great place to stay. Quiet, clean and close to shops, airport and public transportation.  Would recommend and stay here again."
1178162,15125674,2014-07-02,13007001,Ali,"Overall a pleasing experience.  We flew into Boston for one night to go to a concert.  Izzy left straight forward and easy to read instructions on how to reach the flat, and enter.  The room was as pictured, and exactly what we needed for the night. Izzy was readily available to us by phone or text whenever we had any questions. The flat is really close to the airport, and only a small hop into the heart of Boston, it was very convenient for us! :)"
1178162,15430473,2014-07-08,13616703,Cyril,Boston is one of the best city's I have ever been.
Issy's place is good located,and nice.,,,,
"I would recommend this place for everybody!\"",,,,,
1178162,15648106,2014-07-13,17376849,Emily,Clear directions.  Good neighborhood. Close to t station. Clean room. Quiet. Perfect!
1178162,15728913,2014-07-14,11524242,Mika,The host actually gave us a place to sleep. It is really simple. Very close to subway was perfect. There have several problems the host needs to improve.
1178162,15846810,2014-07-16,17826223,Raija,"OK stay.  Perhaps best for those on the young/adventurous side of the spectrum!  There was a sign that said 'in the process of renovations'.   I think the second floor might be a little noisy some evenings, with 3 rooms up there. The one lower/ground floor room was quieter, but keep in mind not easily accessible with narrow winding stairs. Futon style bed.     The host was prompt with text message responses to questions about parking.  Parking in the neighborhood mid-day was easy but all streets were filled with parked/double parked cars by 5pm.  It was a fairly short walk to the Blue line train line - Airport station."
1178162,15895093,2014-07-17,18020631,Lucas,"Izzy was very helpful with directions and he was easy to get in touch with, as I had some questions.  This is a great location that is a short walk to the airport shuttle.  The room is in the basement and it gets hot during the day.  The house has A/C upstairs, but this does not reach the basement room so it was pretty hot.  The neighborhood a little bit ethnic, which I didn't mind, but if this makes you uncomfortable you might want to look elsewhere.  I felt safe, and the lockbox system is secure."
For a traveler like myself who had an early flight out of Logan,"this was the cost effective option.  Can't beat the price for a location so close to the airport!\"",,,,
1178162,15982012,2014-07-19,7543714,Anne-Marie,This was ok it was easy with clear information on how getting in the house and it was very safe. The host wasn't there during the stay. The neighborhood is not so nice to hang out at night.
1178162,16035159,2014-07-20,17287987,Shu-Ping,"Izzy was out of the town when I stayed there. The location is very close to the airport, and the neighborhood is quiet and friendly.  I enjoyed my stay there and made a reservation for an additional night."
1178162,16221436,2014-07-23,2420725,Jessica,"\"Unfortunately, we can't agree with the many positive reviews. The house was easy to find and just a short 7 minute walk from the T-Station \"\"Airport\"\""
1178162,16730352,2014-08-01,7012629,Claudia,"East Boston is very nice place, well connected to the whole city and all services needed at walking distance."
The house is exactly as described,very easy to find and check in,lots of common space and nice environment. Izzy does not living in,but it's not a problem at all! He's very helpful and answered immediately to every need we had.,,
The house is clean,"not so much the room in the basement.\"",,,,
1178162,16789257,2014-08-02,17832793,Lydia,"We arrived late and left early in the morning but everything was good. Easy to find, good instructions,  comfortable bed."
1178162,17176912,2014-08-08,857238,Tim & Charlie,Izzy's room is a great value for an airport related stay. The convenience to the airport is even better than it seems in the description.
The room was clean as were sheets and towels.,,,,,
"The room could have benefitted from AC because it was August but Izzy gave us a powerful and quiet fan so we were okay.\"",,,,,
1178162,18437695,2014-08-26,2789022,Gianluca,Had a good experience overall. Short and sweet.
1178162,18561737,2014-08-28,19310647,Tamas,"It was a pleasant stay although we didn't meet personally. The room was comfortable, the metro station is close and it is really fast to get into Boston so al together we had a great time there."
1178162,18696958,2014-08-30,15346724,Stephen,Izzy's home is conveniently located for anyone visiting Boston and we were made to feel very at home. The neighborhood appears sketchy and was uncomfortable to walk through at night. Still an overall positive experience.
1178162,19087737,2014-09-06,13609481,Sarah,"Izzy's listing was as described, the room was perfect for our short stay at Boston. Although we never got to meet izzy, his brother made us feel more than welcome and helped us with anything we needed. The location was also good for us, only a few minutes from the tracks which took us straight in to Boston."
1178162,19282278,2014-09-09,20036237,Chris,"It has a quiet, convenient and safe environment.I really enjoy the stay and the talking with our host who is very nice and helpful."
1178162,19617260,2014-09-15,20104957,Nora,"We had a great Time in Boston! We really enjoyed our stay at Izzys Place. The room was clean and the bed comfortable. There is only one bathroom in the house, but some how the bath wasnt usually blocked. We never had to wait long."
You only Need About 5 Minutes to the t-station and only 3 Station to downtown,"which was very nice. We can recommend izzys Place - thank for everything. Nora & Hannah \"",,,,
1178162,20020224,2014-09-22,18640669,Marie,"\"La maison située dans East Boston était sympathique, propre et non loin du métro (arrêt \"\"airport\"\" de la blue line)."
La cuisine est bien équipée avec lave vaisselle,micro ondes,cafetière et autres!!,,,
La chambre située en sous bassement était propre,grande,avec literie confortable et des rangements.,,,
La situation de la chambre ne permet pas l'accès à des personnes à mobilité réduite (escaliers).,,,,,
"Nous avons passé 7 nuits agréables dans un quartier plutôt calme.\"",,,,,
1178162,20125198,2014-09-23,3454188,Eric,Location is super convenient! Very short walk to the airport shuttle. Great restaurants in the area. (Try the Bandeja Paisa at El Penol
A few mix ups due to my last-minute booking,but everything was made right very quickly. Great customer service. Not the fanciest place in the world,but perfect for the budget traveler.,,,
Since other rooms in the home are also rented out through Airbnb,"got to meet some other interesting travelers. \"",,,,
1178162,20150373,2014-09-24,20418512,Emilian,"The house was very easy to find (although it was my first time in the US and Boston) and really within walking distance of the airport. Everything was exactly as described, and we did not experience any problems during our stay (short as it was). We got a clean room with a comfortable bed, and the bathroom was also nice. If I have to stay in Boston for the night again and get back to the airport real quick, Izzy's house would be my first choice."
1178162,20239559,2014-09-26,20263502,Ilir,"I didn't meet Izzy, but his roommate was very nice and helpful."
The room is in a very good condition,clean and you have enough space. The location is safe and close to the metro station,it is very easy to find the house.,,,
"\"",,,,,
1178162,20437349,2014-09-29,12963033,Charles,good location close to the (URL HIDDEN) metro station
clean house and rooms.,,,,,
"I did not have the chance to meet the owner but he was though quiet responsive and reactive when needed.\"",,,,,
1178162,20513074,2014-09-30,5536373,Kimberley,"\"De kamer wordt verhuurd via een \"\"self-check in\"\" systeem. Dat betekent dat wij tijdens ons verblijf Izzy niet hebben ontmoet. Het systeem werkte prima. De kamer was zoals op de foto"
1178162,20566957,2014-10-01,20763927,원협,very close from the airport
clean,,,,,
"I could even do laundry with free of charge.\"",,,,,
1178162,20635571,2014-10-02,6824928,Eric,Really nice place. Exactly as the pictures displayed it. Very easy directions and simple directions to find it. Would definitely recommend it to anyone coming to Boston.
1178162,21219502,2014-10-13,1822593,Alexa,"The house was in a very convenient location to the airport (we walked to the shuttle) and the bed/room was clean. Not a great neighborhood, but again it was booked to be close to our early morning flight."
1178162,21303347,2014-10-14,21630508,Linda,"Hard tofind parking.  One night's sleep is alright.  We didn't get to use the one only bathroom, which is shared by all.  There are 4 rooms with a total of 8 people, so it's like sharing one bathroom with 8 people."
1178162,21396968,2014-10-16,9897678,Charissa,"Izzy's place is the perfect location for those leaving to and from Logan airport, really short walking distance and a few subway stops to downtown Boston. We had a nice stay at Izzy's. The room was clean and Izzy provided a very detailed instruction of how to get to the house and everything we might need. If there's any downside I can think of is that there's only one washroom in the house and sometimes there's a wait time to use it due to the many other guests that stayed in the house. Overall, we barely have any issues and enjoyed our vacation at Izzy's place. Cheers!"
1178162,21443603,2014-10-17,22285554,Stella,"Staying at Izzy's was very convenient, especially because we had had all the information needed prior to our stay. The place was exactly as pictured. To me its location was definitely the winner, access to airport and subway was really easy. On top of that, the house was clean and well taken care of. Despite being situated in the basement, the room was also very nice and quite spacious. I liked how we had enough shelving to put our things. The only thing I wished to be different was that there was only one bathroom for all guests to share."
1178162,21721762,2014-10-22,1176690,Yanev,The room was as advertised.  It was comfortable and clean.  The system for checking in and checking out was also very convenient.
1178162,21770905,2014-10-23,1423883,Josef,"Great location, no need to take a subway or taxi to get there from the airport."
Perfect if you need to be close to the airport.,,,,,
"Beware room is very bright at night.\"",,,,,
1178162,21809402,2014-10-24,22554506,Claude,"Parking situation was bad.  Very hard to find a spot. :-( So if you are driving I don't recommend.  On the positive side of things, the place was very clean and close to the airport."
1178162,21857003,2014-10-25,15770979,Kelvin,had everything needed!
1178162,22368565,2014-11-04,21713510,Alex,"Everything was as described.  Izzy is a great host, even cooked us a delicious host and made sure all questions and concerns of ours were taken care of.  The apartment is in a great location for anybody visiting Boston.  Would highly recommend to anyone."
1178162,22437993,2014-11-06,14291246,Juliet,"Izzy's place is perfect! My friend and I really enjoyed our stay! Our room is located on the first floor of the house, and is very spacious and clean. The living room, kitchen and bathroom are all clean, spacious and cozy. Izzy offered various tea bags, coffee, chocolate, fruit, bread etc. which is very nice. This place really feels like home."
Izzy's really warm and kind. He helped us carry luggage to our room and opened mistakenly closed room door early in the morning. The Italian seafood place he recommended,Rino's,is beyond delicious! We ordered some mussels and lobster ravioli. And,it's only one block away!,,
Overall,our stay in Izzy's place is lovely. It's close to transport station,which has shuttle buses that take you to the airport for only about 15 minutes and subways to the downtown area.,,,
"I'll definitely recommend this place to my friends!\"",,,,,
1178162,22596124,2014-11-10,22315941,Leo,I was occupied during the day and only made it home around 11PM each night so I did not have a chance to meet the host.
Nevertheless,the house was clean,and the room was spacious. In addition,I think the best thing about this place is the fact that the location was really convenient,"about 6 minutes of walk along large street after getting off of the subway station (which also has free shuttles to airport). \"",
1178162,22726247,2014-11-12,14497808,Sara,"The place was perfectly located for my airport transit and so easy to get to, especially with the detailed instructions that were provided by Izzy."
The house is in cool neighbourhood and there is an excellent Mexican spot right around the corner (Angela's cafe).  All amenities I needed were provided.  The room had a controllable heater,so I could adjust the temperature myself.,,,,
Izzy is an awesome,cool host,"who takes a genuine interest in his guests. \"",,,
1178162,22787127,2014-11-14,5267228,Christopher,"I had to make a last-minute and late reservation. Izzy was great, and the room was clean, comfortable and quiet. Just what I needed."
"\"",,,,,
1178162,22975170,2014-11-18,11738110,Paula,"We didn't get to meet Izzy, but did meet his brother. The house and room were very clean and comfortable. We had everything we needed."
1178162,22999630,2014-11-19,23776363,Michael,We had a good experience.  Very short in and out but it was great to be next to the airport.  Thanks
1178162,23050299,2014-11-21,22096304,Mike,"Absolutely no complaints about my stay. Very easy to access from the airport (walking) with great instructions that Izzy sent beforehand. Only met Izzy's brother. He was great, friendly and welcoming. The room had everything it needed to have. I was given a key to lock the room while I was gone during the day. Would highly recommend staying here!"
1178162,23260679,2014-11-26,19593921,Juan,"We didn't get to meet Izzy, but the room was very nice and the location was good! Would love to come back."
1178162,23315686,2014-11-28,14847580,Srinivas Spurthi,"I had to catch an early morning flight and needed a place to crash for one short night. This place was perfect as it was close to the airport (short walk to the airport shuttle stop). I did not get to meet Izzy but his brother was a good host. The room in the basement was clean, comfortable, warm and quiet. Highly recommended for convenience of airport access."
1178162,23351500,2014-11-29,14641493,Aiganym,"The room we stayed in was very clean and nicely appointed. Unfortunately I didn't meet the host, but I liked the idea of how it was managed. I would recommend to stay there and would definitely stay there the next time I'm around Boston."
1178162,23450946,2014-12-01,10350277,Pedro Jorge,It was a really good time there. The host was really friendly and helpful. Definitely a good place to stay during a trip to Boston.
1178162,23670238,2014-12-07,24350972,Kaley,The place was great! I stayed earlier in the week and returned again on my return to Boston because the people are easy going and the place is cozy and quiet for getting work done.
1178162,23853703,2014-12-12,4832845,Gg,It was perfect room for my business trip. I believe that Izzy chose that room for me as he considered the nature of my trip. It was very quiet as it was separate from other areas. I could rest well every night. The room temperature was perfect for my comfortable stay. The house was well-maintained and very clean. I strongly felt that it was a home away from home in that sense. Rosie was very nice. She baked a nice breadless cake for all of us with yogurt frosting and chocolate chips on top. I would love to stay at Izzy's again and again if I have more business trips to the area in the future. Thank you Izzy!
1178162,24089682,2014-12-19,24635135,Yun,"It's a great place to stay. The neighborhood is quiet and beautiful. The house is only 10-15 minutes away from the metro station. The room is spacious, clean  and comfortable. The bathroom is clean and big too. We can use kitchen freely. The whole experience is great. We will definitely stay there again next time when we visit Boston."
1178162,24442199,2014-12-28,15838913,Michelle,Room was exactly what listing posted. Had no problem finding location and host was very accommodating though we never formally met. Room even had a little heater and it was perfect for my stay. I would stay here again.
1178162,24557473,2014-12-30,22551779,Hariharan,Good private accommodation. The room was exactly as mentioned.  Would highly recommend it.
1178162,25051451,2015-01-05,24947394,Anna,"Una casa muy acogedora, muy cerca (a menos de 10 minutos andando) de la parada de metro donde se coge el bus shuttle (gratis, por cierto) que va al aeropuerto. La habitación estaba limpia, con su neverita, calentita, espaciosa y además en el piso de abajo, con lo que teníamos más intimidad."
Izzy no estaba pero nos facilitó toda la información para entrar sin problemas.,,,,,
Esos días tenía 3 habitaciones más ocupadas con otros huéspedes,así que la única pega es que como hay un solo baño,había cola para ducharse a primera hora de la mañana. Todo lo demás,"genial!\"",,
1178162,26035843,2015-02-01,26447420,Patrick,"The space was extremely comfortable and very cozy. Although I never saw Izzy during my stay there he did make me feel very welcome. It was very easy to find the place and it was also very simple to check in and get situated. Overall, it was a very nice stay and I plan on staying here whenever I come to Boston"
1178162,26147544,2015-02-04,5337984,Javier,"Even though I never got to meet Izzy, the whole experience was great. The room is spacious, clean and cozy and exactly as mentioned. Had no problem finding location. Overall, it was a really nice stay. Thanks :)"
1178162,26173195,2015-02-05,8479064,Iyann,"I had to book a last minute stay the day before and Izzy was really nice to give me immediate and fast response. He assured me I have that room although I had technical problems with Airbnb, again. Izzy was always responsive throughout my stay, though I didn't get to see him. I went there the day after the snow storm. Arrived at South Station. (SENSITIVE CONTENTS HIDDEN) taught me to walk 15 mins to the blue T line. But I took the silver line and then the free airport shuttle. It was actually better option considering my heavy luggage. I arrived the day after the snow storm. The distance from the airport subway station to the apartment wasn't far, but the excessive snow made it really difficult to walk. The pathways were narrow n the steps were hard to climb with my luggage. But by evening, it was nice that the snow were shoveled from the steps. I personally like the place a lot - homey and comfy and has everything I need. It's easy and fast to get to the airport n main attractions too."
1178162,26512707,2015-02-14,21650503,Alexandra,We stayed with Izzy just for one night because it was close to Logan airport and I had a flight the next morning. He was really nice and the room was warm and comfy! Good location with parking. I would definitely recommend staying here!
1178162,26913566,2015-02-22,24332659,Erika,"Izzy is a great host. He helped us with the luggage and was ready to answer us with any questions we may have had. He was in the house the whole week and he gave us plenty of privacy. We could use for free washer and dryer and the kitchen was always available. We had some trouble finding a car park because of the snow so we had to park 10-minute walk away from our street, anyway was also nice to hang out with the other airbnb guests and share cultures :) The bathroom was always available and also you could use towels and everything was clean. We could t really go around the neighbourhood but we were close to a cvs pharmacy, a grocery shop and the blue line station (airport stop)."
"I would definitely stay there again!!!\"",,,,,
1178162,27367271,2015-03-02,17005346,Anthony,"Nice place, great location! Neighborhood is great, many local restaurants, cafés, etc. Close to downtown, 5-10 mins. Izzy has been a great host; welcoming and present to help his guests! We had an amazing time!"
1178162,27421477,2015-03-03,28563664,Doug,"The place was right on, no surprises. Izzy was a nice guy, pretty laid back. The house was close to the subway, but the 5 blocks between the two would be a little unnerving to walk at night."
1178162,27724234,2015-03-10,8111051,Greg,Izzy was a gracious and generous host.  He was flexible with check-in and accommodating with all facets of our stay.  He even was able to help some other travelers who'd had a bad experience with another AirBNB host.  solid guy.
One detail to be aware of - there is only one bathroom shared amongst numerous guests.  If you're ok with a little bathroom sharing and potentially waiting in line,this is a perfectly fine place to stay.,,,,
"\"",,,,,
1178162,27820897,2015-03-12,12823489,Jan,"Although we planned this trip to Boston quite spontaneous, we did not have any issues with finding an accommodation at Iyyz Jm's place. The direction from the public transportation were very straight forward and explained everything very well. Once we arrived at the place, we fount very clean, well-decorated, and welcoming rooms. A personal welcome note further helped us considering this place as our new home for two days. We shared the entire house with two other airbnb'ers, which were really nice and polite as well. Overall, I'm very happy I've fount this place and can certainly recommend it to everyone who doesn't want to spend a fortune for the hotels downtown!"
1178162,28194318,2015-03-19,13534991,Pragya,"It was a great location, very close to the airport and easy to find. The apartment was well-furnished. The room was clean and comfortable, and the bathroom was shared with other guests. Excellent stay! Highly recommend this listing!"
1178162,28275938,2015-03-21,28940110,Sophie,"I did a self check-in which went very smoothly as Izzy's detailed directions were very easy to follow. The house was very close to Airport Station, and the neighborhood was fine. Kitchen and livingroom were beautiful, my room in the basement was simple, clean, and comfortable. There was even a small space heater to keep me warm during the night. Everything was well-organized and welcoming. The other guests were very nice as well. I would definitely stay here again!"
1178162,28832314,2015-03-30,29541165,Emily,Everything was great--izzy was very detailed in his instructions and it was an easy stay!
1178162,28918872,2015-03-31,16005330,Michael,"\"The place was as advertized - a private room, great price, close to the airport, etc. And while I am reluctant to give negative feedback I felt that Izzi is running an operation here that is not consistent with my values, and what I believe are the implicit values of the AirBnB \"\"community.\"\""
The host actually does not live in the place,"rather he lives out of state and has some caretaker changing the sheets and keeping the place clean. So in essence the place is a low security hotel or hostel - except with no management present to deal with any contingencies that might come up between guests. Given that there is shared intimate space the proprietor is relying on the generally good character of the \"\"AirBnB Community\"\" to make sure that nothing untoward occurs. Chances are that nothing untoward will occur",but it is an exposure.,,,
What I also feel is happening in this sort of operation is that it is a business being run in a residential area - compromising the coherency of the neighborhood and riding on the infrastructure of legitimate hotels  (who pay hotel taxes,liability insurance,employment taxes,and other commercial fees) while not paying for the infrastructure that these taxes and fees pay for.,,
This is America,where entrepreneurial enterprise is rewarded. But this is also America where this can mean concentrating enterprise efforts on profit centers,and externalizing cost centers. The impacts of that externalization do not decrease the costs,"they just end up in someone else in-basket.  My sense of conviviality eschews externalizing costs to the expense of the neighborhood or local businesses.\"",,
1178162,29075057,2015-04-03,4136165,Andrew,The space is nice enough and it's *great* value. I wouldn't say that the way that the host welcomed me was especially warm and friendly -- there was a form message that instructed me on how to get into the apartment. I think the message could be more personalized.
1178162,29113877,2015-04-04,28415206,Daníel,"It was very nice, everything was fine and comfy, even though the host didnt stay at all in the house (no big deal)"
1178162,29343569,2015-04-06,25521189,Jeannette,"Great location for the airport - however we couldn't go through the park as the gate was locked, which made getting to the airport for our early morning flight a little stressful. Otherwise - great room, great location and great price!"
1178162,29713671,2015-04-11,30822621,Jordan,"Close to the airport, affordable, hardly knew i was in someones house it was so quiet. Can't really ask for more for your stopover in Boston. Make sure you leave with plenty of time to go North of the East Boston Memorial Park if your flight is in the early morning as the gates will be chained. Going up the greenbelt trail i was able to make it to the T station in plenty of time."
1178162,29773639,2015-04-12,10822797,Jessica,"\"Izzy's place was extremely convenient fir us since it's so clise to the airport and just twi subway stops away from downtown. we loved to see the \"\"real\"\" Boston in a cool"
1178162,30113234,2015-04-17,1277291,Albert,Izzy's communication is very good. All communication was done via text or AirBnB messaging. Directions and house details were well spelled out & clear. I was in the basement room of the 3 rooms he rents out. Everything is clean but spares. I would not consider it cozy but it was a very good value.
